event_id,lookback_K,is_control,direction_streak_len,hh_ratio,ll_ratio,atr_pct,bb_width_pct,bb_width_pctile,volume_ratio,volume_zscore,volume_divergence,rsi_level,rsi_slope,macd_hist_slope,hour_of_day_utc,day_of_week,chart_pattern_labels,chart_pattern_confidence,chart_notes
CTRL-026856,60,True,1,0.43,0.48,0.4668,1.56,50,0.63,-0.26,1,65.6,31.4,0.1977,23,3,,0,
CTRL-027164,60,True,1,0.35,0.45,0.5997,2.11,50,0.48,-0.8,0,55.0,-3.9,-0.193,4,0,,0,
CTRL-027472,60,True,1,0.43,0.48,0.314,1.39,50,0.52,-0.77,-1,54.1,10.8,0.537,9,3,,0,
CTRL-027780,60,True,3,0.4,0.47,0.2186,0.85,50,0.13,-0.55,0,61.7,1.1,0.005,14,6,,0,
CTRL-028088,60,True,0,0.45,0.47,0.4137,1.71,50,0.29,-0.85,0,62.3,-10.8,0.056,19,2,,0,
CTRL-028396,60,True,1,0.42,0.38,0.3886,3.29,50,1.05,0.05,1,13.2,-55.3,0.3353,0,6,,0,
CTRL-028704,60,True,0,0.43,0.42,0.26,1.01,50,0.41,-0.73,-1,53.2,-10.7,-0.1616,5,2,,0,
CTRL-029012,60,True,2,0.52,0.53,0.1118,0.23,50,1.38,0.92,-1,55.3,2.9,0.1054,10,5,,0,
CTRL-029320,60,True,0,0.52,0.37,0.405,1.07,50,0.63,-0.49,-1,41.4,-32.5,-0.2792,15,1,,0,
CTRL-029628,60,True,0,0.38,0.45,0.2154,0.57,50,0.28,-0.89,0,60.3,24.5,-0.0138,20,4,,0,
CTRL-029936,60,True,3,0.35,0.6,0.6259,5.8,50,0.66,-0.41,1,12.6,-42.3,0.6968,1,1,,0,
CTRL-030244,60,True,0,0.4,0.52,0.2252,0.81,50,0.69,-0.43,0,60.1,11.4,0.384,6,4,,0,
CTRL-030552,60,True,0,0.38,0.55,0.2952,1.0,50,0.52,-0.65,1,50.0,40.5,-0.1551,11,0,,0,
ETH-0001,120,False,0,0.47,0.43,0.1285,0.56,53.7,0.55,-0.54,-1,45.8,4.9,-0.3291,0,6,,0,
ETH-0002,120,False,2,0.41,0.52,0.5506,2.02,100.0,0.87,-0.14,1,50.8,0.4,0.232,6,2,,0,
ETH-0003,120,False,0,0.33,0.53,0.7102,4.15,100.0,2.85,2.12,1,16.1,-14.9,-2.5906,17,3,,0,
ETH-0004,120,False,0,0.44,0.4,0.3153,1.24,93.7,1.48,0.6,0,64.7,3.1,0.1121,14,6,,0,
ETH-0005,120,False,1,0.47,0.5,0.4228,1.19,44.2,0.82,-0.25,0,44.9,-17.7,0.9013,15,1,,0,
ETH-0006,120,False,3,0.46,0.37,0.4877,2.93,100.0,1.23,0.25,0,59.4,-1.2,-0.7512,18,0,,0,
ETH-0007,120,False,1,0.41,0.47,0.7333,2.26,45.3,0.87,-0.09,1,69.0,60.2,1.8694,9,5,,0,
ETH-0008,120,False,3,0.53,0.38,0.588,1.09,20.0,0.6,-0.36,-1,65.6,18.9,1.4766,1,0,,0,
ETH-0009,120,False,0,0.45,0.45,0.5968,2.97,58.9,0.4,-0.77,-1,70.9,-1.7,-1.5823,10,2,,0,
ETH-0010,120,False,0,0.42,0.54,0.9003,7.27,100.0,1.51,0.56,1,21.8,-17.0,0.9891,10,4,,0,
ETH-0011,120,False,0,0.47,0.52,0.2409,0.46,0.0,1.48,0.66,-1,45.6,-11.1,-0.2885,0,6,,0,
ETH-0012,120,False,0,0.47,0.51,0.6486,2.01,57.9,1.6,0.66,1,64.1,18.6,1.3793,14,1,,0,
ETH-0013,120,False,0,0.39,0.46,0.7125,3.18,82.1,0.44,-0.57,0,33.1,-13.1,1.4772,22,2,,0,
ETH-0014,120,False,3,0.47,0.43,0.1996,0.71,38.9,0.6,-0.27,0,30.3,-9.8,0.1505,16,5,,0,
ETH-0015,120,False,0,0.5,0.38,0.5601,1.08,21.1,1.13,0.16,0,62.3,-20.9,1.2161,16,0,,0,
ETH-0016,120,False,1,0.52,0.41,0.1846,0.71,51.6,1.4,0.56,0,82.1,43.9,0.4724,4,6,,0,
ETH-0017,120,False,1,0.38,0.55,1.2282,11.24,100.0,1.18,0.2,1,3.0,-50.3,0.7034,19,1,,0,
ETH-0018,120,False,0,0.52,0.42,0.4765,2.35,41.1,0.62,-0.52,-1,39.9,-22.3,0.08,6,3,,0,
ETH-0019,120,False,0,0.47,0.43,0.8496,3.36,85.3,2.28,1.87,1,28.3,-3.5,-2.1231,15,3,,0,
ETH-0020,120,False,0,0.41,0.5,0.3918,0.98,23.2,0.45,-0.57,0,68.4,7.0,0.6346,11,1,,0,
ETH-0021,120,False,4,0.48,0.44,0.575,3.98,100.0,2.37,1.16,1,10.9,-12.9,-0.351,13,6,,0,
ETH-0022,120,False,3,0.53,0.33,0.4327,1.7,53.7,2.85,2.32,0,65.6,-6.8,-0.5645,14,6,,0,
ETH-0023,120,False,0,0.47,0.45,0.3989,1.35,51.6,0.97,-0.04,1,45.8,9.3,1.0007,19,5,,0,
ETH-0024,120,False,1,0.41,0.47,0.3419,1.18,62.1,5.81,3.39,1,62.2,11.5,-0.1845,9,0,,0,
ETH-0025,120,False,2,0.49,0.38,0.3674,1.04,20.0,0.28,-0.76,-1,52.2,-13.4,-0.3465,10,3,,0,
ETH-0026,120,False,1,0.51,0.46,0.2653,0.8,38.9,3.65,2.8,0,36.4,-24.6,-0.5427,14,6,,0,
ETH-0027,120,False,1,0.45,0.44,0.2075,0.43,0.0,0.25,-0.54,-1,48.1,-41.4,0.0435,9,2,,0,
ETH-0028,120,False,0,0.45,0.39,0.4246,1.63,91.6,2.56,1.35,0,35.2,-12.2,0.4973,12,6,,0,
ETH-0029,120,False,5,0.47,0.49,0.3633,0.75,21.1,0.51,-0.29,0,58.5,17.6,-0.6448,1,3,,0,
ETH-0030,120,False,0,0.45,0.39,0.0883,0.41,16.8,0.66,-0.3,-1,63.7,9.6,0.0562,11,3,,0,
ETH-0031,120,False,1,0.44,0.42,0.2939,1.36,64.2,6.08,5.59,0,85.1,28.5,2.3132,14,1,,0,
ETH-0032,120,False,0,0.48,0.43,0.5239,1.49,74.7,1.87,0.74,0,57.0,-0.8,0.5936,16,0,,0,
ETH-0033,120,False,0,0.5,0.43,0.2118,0.71,76.8,0.94,-0.05,-1,63.2,17.9,0.1341,18,6,,0,
ETH-0034,120,False,2,0.47,0.45,0.1305,0.41,11.6,1.53,0.43,0,42.1,-5.9,0.018,14,5,,0,
ETH-0035,120,False,4,0.38,0.46,0.6611,4.07,100.0,1.28,0.17,1,40.7,-6.8,0.6844,22,6,,0,
ETH-0036,120,False,0,0.42,0.48,0.2602,0.89,26.3,0.4,-0.68,-1,40.5,-16.8,-0.1848,9,2,,0,
ETH-0037,120,False,2,0.36,0.42,1.4264,4.26,84.2,1.8,0.98,1,38.4,-5.9,-2.6984,3,0,,0,
ETH-0038,120,False,3,0.37,0.46,0.8213,4.16,66.3,0.39,-0.76,1,75.0,25.3,0.2164,12,0,,0,
ETH-0039,120,False,0,0.33,0.52,1.4074,5.47,85.3,3.74,3.66,1,23.0,-18.9,-3.8828,15,3,,0,
ETH-0040,120,False,0,0.43,0.42,1.1061,4.13,100.0,0.75,-0.35,0,70.5,36.9,-0.3119,17,0,,0,
ETH-0041,120,False,0,0.46,0.41,0.7152,1.97,43.2,1.26,0.29,0,32.1,-20.8,-1.0566,15,3,,0,
ETH-0042,120,False,0,0.49,0.38,0.4105,2.62,80.0,0.86,-0.12,0,72.9,39.2,0.5236,11,5,,0,
ETH-0043,120,False,2,0.48,0.47,0.3999,2.1,66.3,0.84,-0.18,0,67.6,15.1,-0.5005,9,2,,0,
ETH-0044,120,False,1,0.49,0.42,0.2561,0.53,11.6,0.63,-0.28,-1,53.3,11.8,0.0418,19,5,,0,
ETH-0045,120,False,3,0.38,0.5,0.7313,2.63,44.2,0.8,-0.17,1,26.8,-47.1,0.2299,4,1,,0,
ETH-0046,120,False,2,0.48,0.37,0.4794,1.62,1.1,0.39,-0.63,0,68.7,-25.2,-0.2082,5,3,,0,
ETH-0047,120,False,0,0.38,0.53,0.5482,2.29,35.8,0.34,-0.77,0,44.2,-26.7,0.5918,20,4,,0,
ETH-0048,120,False,2,0.44,0.46,0.7315,2.57,56.8,5.76,4.16,0,70.9,14.0,3.4952,2,6,,0,
ETH-0049,120,False,0,0.4,0.48,0.7979,4.54,75.8,1.2,0.21,-1,27.3,-26.3,-0.9903,20,6,,0,
ETH-0050,120,False,0,0.44,0.48,0.4957,1.56,15.8,0.86,-0.14,0,34.7,-41.8,-0.4419,8,1,,0,
ETH-0051,120,False,0,0.52,0.42,0.7999,5.28,84.2,2.49,1.69,0,61.3,25.3,0.0289,19,2,,0,
ETH-0052,120,False,3,0.4,0.48,0.618,2.56,100.0,3.35,1.55,1,36.7,-8.5,0.0104,13,6,,0,
ETH-0053,120,False,1,0.46,0.39,0.3874,2.34,82.1,0.41,-0.58,1,28.8,-46.2,0.2647,4,3,,0,
ETH-0054,120,False,0,0.46,0.42,0.6133,3.51,86.3,8.95,6.39,0,87.3,19.8,2.1981,13,4,,0,
ETH-0055,120,False,1,0.48,0.42,0.2133,0.46,0.0,0.2,-0.53,0,47.9,-16.3,0.138,17,5,,0,
ETH-0056,120,False,0,0.53,0.38,0.5215,1.58,11.6,0.31,-0.89,0,59.9,4.1,0.1978,8,1,,0,
ETH-0057,120,False,0,0.42,0.43,0.1913,0.57,23.2,0.76,-0.27,-1,45.0,-18.9,-0.2703,15,5,,0,
ETH-0058,120,False,2,0.42,0.48,0.2917,1.43,86.3,2.8,0.8,1,18.1,-18.3,-0.5039,8,6,,0,
ETH-0059,120,False,1,0.45,0.47,0.389,1.11,26.3,0.62,-0.51,0,54.6,25.2,0.1043,9,2,,0,
ETH-0060,120,False,0,0.42,0.42,0.4027,1.57,53.7,0.12,-0.81,-1,50.8,-6.0,-0.0323,0,1,,0,
ETH-0061,120,False,0,0.52,0.45,0.4554,2.66,51.6,2.18,1.19,0,86.8,25.3,0.7019,6,2,,0,
ETH-0062,120,False,0,0.44,0.47,0.1285,0.49,68.4,0.51,-0.42,0,45.7,5.9,-0.0028,5,6,,0,
ETH-0063,120,False,1,0.47,0.38,0.5069,3.62,100.0,6.23,3.59,0,87.5,35.7,1.2894,19,5,,0,
ETH-0064,120,False,2,0.38,0.48,0.3276,1.52,51.6,0.36,-0.43,1,41.5,8.2,0.2778,16,6,,0,
ETH-0065,120,False,1,0.42,0.46,0.2982,1.42,83.2,1.02,0.03,0,32.9,-39.2,0.115,10,3,,0,
ETH-0066,120,False,4,0.47,0.41,0.2765,1.6,97.9,1.4,0.55,-1,79.0,36.0,-0.0899,9,2,,0,
ETH-0067,120,False,2,0.45,0.55,0.219,0.53,6.3,0.56,-0.51,1,51.6,15.5,0.3766,2,4,,0,
ETH-0068,120,False,1,0.38,0.48,0.2228,0.62,9.5,0.65,-0.38,1,62.3,17.4,0.1003,0,2,,0,
ETH-0069,120,False,0,0.4,0.47,0.5122,1.57,86.3,1.66,0.77,1,51.1,16.0,0.6122,17,0,,0,
ETH-0070,120,False,0,0.41,0.49,0.6783,2.57,25.3,0.41,-0.66,0,37.9,-12.3,-0.2749,3,5,,0,
ETH-0071,120,False,0,0.47,0.47,0.5324,2.32,54.7,0.32,-0.96,-1,59.8,4.8,0.1575,23,0,,0,
ETH-0072,120,False,3,0.46,0.45,0.1489,0.68,66.3,0.89,-0.13,0,48.9,-12.9,0.3408,6,6,,0,
